date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft,notes,b_key,session_id,study
9/18/2009,,bonbs,8b,2109,2110,m,,NA,NA,,297,7,Population
9/18/2009,,bonbs,8c,2107,2108,f,,780,NA,,296,7,Population
9/18/2009,,bonbs,8d,2232,2233,f,,729,NA,,351,7,Population
9/18/2009,,bonbs,9a,2288,2289,m,,1396,NA,,376,7,Population
9/18/2009,,bonbs,9b,2145,2146,f,,1040,126,,312,7,Population
9/18/2009,,bonbs,9d,2220,2221,f,,1610,NA,,346,7,Population
9/18/2009,,bonbs,9e,1800,2252,m,1/2/2013,1600,NA,,153,7,Population
12/4/2009,,bonbs,7d,2269,2270,f,,1360,NA,,368,8,Collar
12/4/2009,,bonbs,8a,2103,2104,f,,1460,NA,,294,8,Collar
12/4/2009,,bonbs,8c,2265,2266,f,,1180,NA,,366,8,Collar
12/4/2009,,bonbs,8e,2229,2230,f,,1490,NA,,349,8,Collar
12/4/2009,,bonbs,9a,2288,2289,m,,1450,143,,376,8,Collar
12/4/2009,,bonbs,9c,2147,2151,f,,1360,136,,984,8,Collar
1/29/2010,,bonbs,1d,1784,1785,m,,1600,NA,,961,9,
1/29/2010,,bonbs,2e,2259,2260,m,,1370,NA,,363,9,
1/29/2010,,bonbs,4c,2491,2492,m,,1315,NA,,464,9,
1/29/2010,,bonbs,8d,1800,2252,m,,1550,NA,,153,9,
1/29/2010,,bonbs,8e,2265,2266,f,,1250,NA,,366,9,
1/30/2010,,bonbs,4c,2491,2492,m,,1350,135,,464,9,
1/30/2010,,bonbs,8e,2265,2266,f,,1280,NA,,366,9,
1/31/2010,,bonbs,1b,2115,2116,f,,1510,NA,,300,9,
1/31/2010,,bonbs,1c,2152,2153,f,,1540,140,,985,9,
1/31/2010,,bonbs,1d,1784,1785,m,,1490,NA,,961,9,
1/31/2010,,bonbs,3e,2280,2122,f,,1320,134,,969,9,
1/31/2010,,bonbs,7d,2147,2151,f,,1540,NA,,984,9,
1/31/2010,,bonbs,8e,2265,2266,f,,1170,NA,,366,9,
1/31/2010,,bonbs,9e,1800,2252,m,,1490,NA,,153,9,
4/2/2010,,bonbs,1d,2216,2217,m,3/4/2013,1350,NA,,952,10,Population
4/2/2010,,bonbs,1e,2127,2128,f,1/2/2013,1140,137,,304,10,Population
4/2/2010,,bonbs,2a,2154,2299,m,1,1410,134,,314,10,Population
4/2/2010,,bonbs,2e,1784,1785,m,1,1570,NA,,961,10,Population
4/2/2010,,bonbs,3c,2280,2122,f,1/2/2013,1170,NA,,969,10,Population
4/2/2010,,bonbs,3e,2155,2156,f,,1350,NA,,315,10,Population
4/2/2010,,bonbs,4a,2491,2492,m,1.5,1300,NA,,464,10,Population
4/2/2010,,bonbs,4d,1733,1734,m,1.5,1320,138,,123,10,Population
4/2/2010,,bonbs,8c,2265,2266,f,,1240,NA,,366,10,Population
4/2/2010,,bonbs,8d,1800,2252,m,1,1440,NA,,153,10,Population
4/2/2010,,bonbs,8e,2220,2221,f,3/4/2013,1600,NA,,346,10,Population
4/2/2010,,bonbs,9a,2288,2289,m,,1400,NA,,376,10,Population
4/3/2010,,bonbs,1c,2216,2217,m,,1270,NA,"left ear tag fell out later, changed to a3132",952,10,Population
4/3/2010,,bonbs,1e,2157,2158,f,,1450,138,,316,10,Population
4/3/2010,,bonbs,2c,1784,1785,m,,NA,NA,,961,10,Population
4/3/2010,,bonbs,3b,2280,2122,f,,NA,134,,969,10,Population
4/3/2010,,bonbs,3d,2259,2260,m,,1390,NA,,363,10,Population
4/3/2010,,bonbs,3e,2159,2160,m,,1500,144,,317,10,Population
4/3/2010,,bonbs,4a,2491,2492,m,,1260,NA,,464,10,Population
4/3/2010,,bonbs,4c,1733,1734,m,,NA,NA,,123,10,Population
4/3/2010,,bonbs,5d,2224,2228,f,,1520,147,,348,10,Population
4/3/2010,,bonbs,6b,2163,2164,f,,1280,135,,319,10,Population
4/3/2010,,bonbs,6c,2161,2162,m,,1310,143,,318,10,Population
4/3/2010,,bonbs,7e,2109,2110,m,,1320,NA,,297,10,Population
4/3/2010,,bonbs,8d,2265,2266,f,,1230,NA,,366,10,Population
4/3/2010,,bonbs,8e,1800,2252,m,,1370,NA,,153,10,Population
4/3/2010,,bonbs,9c,2220,2221,f,,1580,NA,,346,10,Population
4/4/2010,,bonbs,1a,2154,2299,m,,NA,NA,,314,10,Population
4/4/2010,,bonbs,1c,1784,1785,m,,NA,NA,,961,10,Population
4/4/2010,,bonbs,1d,,,,,NA,NA,"caught two hares in one trap, let both go",NA,10,Population
4/4/2010,,bonbs,3e,2155,2156,f,,1320,NA,,315,10,Population
4/4/2010,,bonbs,4b,2491,2492,m,,NA,NA,,464,10,Population
4/4/2010,,bonbs,4e,2280,2122,f,,NA,NA,,969,10,Population
4/4/2010,,bonbs,5d,1733,1734,m,,NA,NA,,123,10,Population
4/4/2010,,bonbs,6b,2165,2166,m,,1365,142,,320,10,Population
4/4/2010,,bonbs,6e,1800,2252,m,,NA,NA,,153,10,Population
4/4/2010,,bonbs,7a,2163,2164,f,,1220,NA,,319,10,Population
4/4/2010,,bonbs,7d,2109,2110,m,,1340,NA,,297,10,Population
4/4/2010,,bonbs,8a,2101,2102,m,,1320,NA,,293,10,Population
4/4/2010,,bonbs,8e,2265,2266,f,,NA,NA,,366,10,Population
4/4/2010,,bonbs,9a,2105,2106,f,,1210,128,,295,10,Population
4/4/2010,,bonbs,9e,2220,2221,f,,NA,NA,,346,10,Population
5/25/2010,,bonbs,1a,2174,2175,f,,1460,128,,324,11,Population
5/25/2010,,bonbs,1b,1790,1791,f,,1240,134,,148,11,Population
5/25/2010,,bonbs,3e,2172,2173,m,,1160,130,,323,11,Population
5/25/2010,,bonbs,5d,2280,2122,f,,1180,129,,969,11,Population
5/25/2010,,bonbs,6c,2169,2170,f,,1180,135,,322,11,Population
5/25/2010,,bonbs,6d,2171,1734,m,,1280,NA,,123,11,Population
5/25/2010,,bonbs,6e,2109,2110,m,,1140,135,,297,11,Population
5/25/2010,,bonbs,7b,2167,2168,f?,,1500,142,,321,11,Population
5/25/2010,,bonbs,8b,2265,2266,f,,1300,142,,366,11,Population
5/25/2010,,bonbs,8c,2220,2221,f,,1560,142,,346,11,Population
5/26/2010,,bonbs,1e,1784,1785,m,,1330,128,,961,11,Population
5/26/2010,,bonbs,2e,2127,2128,f,,1320,125,,304,11,Population
5/26/2010,,bonbs,4b,2280,2122,f,,1210,NA,,969,11,Population
5/26/2010,,bonbs,6c,2171,1734,m,,1220,138,,123,11,Population
5/26/2010,,bonbs,6d,2169,2170,f,,1240,NA,,322,11,Population
5/26/2010,,bonbs,8b,2265,2266,f,,1245,NA,,366,11,Population
5/26/2010,,bonbs,8c,2220,2221,f,,1450,NA,,346,11,Population
5/26/2010,,bonbs,9a,2176,2177,m,,1100,130,,325,11,Population
5/27/2010,,bonbs,1e,2127,2128,f,,NA,NA,,304,11,Population
5/27/2010,,bonbs,2a,2174,2175,f,,NA,NA,,324,11,Population
5/27/2010,,bonbs,2d,a3132,2217,m,,1330,144,previously different left ear tag,952,11,Population
5/27/2010,,bonbs,2e,1784,1785,m,,NA,NA,,961,11,Population
5/27/2010,,bonbs,3e,2178,2179,m,,1320,140,,326,11,Population
5/27/2010,,bonbs,5d,2280,2122,f,,NA,NA,,969,11,Population
5/27/2010,,bonbs,6a,2218,2219,f,,1480,NA,,345,11,Population
5/27/2010,,bonbs,6d,2161,2162,m,,1210,145,two collars! (also has 149.013),318,11,Population
5/27/2010,,bonbs,6e,2171,1734,m,,NA,NA,,123,11,Population
5/27/2010,,bonbs,7a,2167,2168,,,NA,NA,,321,11,Population
5/27/2010,,bonbs,7b,1790,1791,f,,NA,NA,dead in trap,148,11,Population
5/27/2010,,bonbs,8a,2288,2289,m,,1210,138,,376,11,Population
5/27/2010,,bonbs,8b,2101,2102,m,,1160,135,,293,11,Population
5/27/2010,,bonbs,8d,2220,2221,f,,1380,NA,dead in trap,346,11,Population
5/27/2010,,bonbs,9e,2271,2272,m,,1100,130,,369,11,Population
5/28/2010,,bonbs,1d,1784,1785,m,,NA,NA,,961,11,Population
5/28/2010,,bonbs,1e,2255,2256,m,,1370,139,,361,11,Population
5/28/2010,,bonbs,2e,2259,2260,m,,1370,139,,363,11,Population
5/28/2010,,bonbs,4e,2180,2181,m,,1320,139,,327,11,Population
5/28/2010,,bonbs,5d,2280,2122,f,,1120,NA,,969,11,Population
5/28/2010,,bonbs,6d,2171,1734,m,,1400,NA,,123,11,Population
5/28/2010,,bonbs,7e,2169,2170,f,,1340,NA,,322,11,Population
5/28/2010,,bonbs,8b,2167,2168,,,1490,NA,,321,11,Population
5/28/2010,,bonbs,8d,2265,2266,f,,NA,NA,"injured in trap, euthanised",366,11,Population
5/28/2010,,bonbs,9a,2288,2289,m,,1140,NA,,376,11,Population
5/28/2010,,bonbs,9d,1798,1799,f,,1900,134,,152,11,Population
9/8/2010,,bonbs,10d,2182,2183,m,,1440,142,,329,12,Population
9/8/2010,,bonbs,1d,2184,2136,,,1570,NA,,951,12,Population
9/8/2010,,bonbs,1e,2127,2128,f,,1590,NA,"149.595 recapture; low batteries, removed and replaced",304,12,Population
9/8/2010,,bonbs,2d,2185,2186,f,,1350,140,,330,12,Population
9/8/2010,,bonbs,2e,2255,2256,m,,1760,NA,,361,12,Population
9/8/2010,,bonbs,3d,2187,2188,f,,1870,141,,331,12,Population
9/8/2010,,bonbs,3e,2278,2189,m,,1680,NA,,957,12,Population
9/8/2010,,bonbs,4d,2280,2122,f,,1550,NA,,969,12,Population
9/8/2010,,bonbs,5c,2190,2191,f,,820,113,,332,12,Population
9/8/2010,,bonbs,6c,2169,2170,f,,1650,NA,,322,12,Population
9/8/2010,,bonbs,6e,2192,2193,f,,1460,134,,333,12,Population
9/8/2010,,bonbs,7b,2194,2195,f,,1640,139,,334,12,Population
9/8/2010,,bonbs,8d,2196,2197,f,,800,139,,335,12,Population
9/8/2010,,bonbs,9a,2236,2237,f,,1700,NA,,353,12,Population
9/8/2010,,bonbs,9e,2109,2110,m,,1510,NA,,297,12,Population
9/9/2010,,bonbs,10d,2198,2199,f,,1610,145,ear punch taken,336,12,Population
9/9/2010,,bonbs,1d,1784,1785,m,,1720,131,batteries ded,961,12,Population
9/9/2010,,bonbs,1e,2127,2128,f,,1460,NA,,304,12,Population
9/9/2010,,bonbs,2e,2184,2136,,,1570,NA,,951,12,Population
9/9/2010,,bonbs,3a,b2910,b2911,f?,,1240,134,,844,12,Population
9/9/2010,,bonbs,4a,b2908,b2909,f,,1190,132,ear punch taken,843,12,Population
9/9/2010,,bonbs,4c,2180,2181,m,,1580,NA,ear punch taken,327,12,Population
9/9/2010,,bonbs,4d,b2906,b2907,f,,1110,129,ear punch taken,842,12,Population
9/9/2010,,bonbs,7b,2182,2183,m,,1630,NA,ear punch taken,329,12,Population
9/9/2010,,bonbs,7e,2169,2170,f,,1570,135,ear punch taken,322,12,Population
9/9/2010,,bonbs,8a,b2904,b2905,f,,1410,138,ear punch taken,841,12,Population
9/9/2010,,bonbs,8e,b2902,b2903,f,,1240,138,ear punch taken,840,12,Population
9/9/2010,,bonbs,9a,2236,2237,f,,1630,140,ear punch taken,353,12,Population
9/9/2010,,bonbs,9c,2194,2195,f,,1580,NA,ear punch taken,334,12,Population
9/9/2010,,bonbs,9e,2200,b2901,f,,1270,130,ear punch taken,337,12,Population
9/10/2010,,bonbs,1d,b2923,b2925,f,,1190,130,,850,12,Population
9/10/2010,,bonbs,1e,2184,2136,m?,,1520,137,,951,12,Population
9/10/2010,,bonbs,2a,2174,2175,f,,1610,135,,324,12,Population
9/10/2010,,bonbs,2d,1784,1785,m,,1640,NA,batteries ded,961,12,Population
9/10/2010,,bonbs,2e,2127,2128,f,,1540,126,,304,12,Population
9/10/2010,,bonbs,3a,b2918,b2920,f,,1070,120,,848,12,Population
9/10/2010,,bonbs,3c,2180,2181,m,,1510,NA,,327,12,Population
9/10/2010,,bonbs,3e,b2921,b2922,f,,1260,134,,849,12,Population
9/10/2010,,bonbs,4d,2190,2191,f,,850,NA,,332,12,Population
9/10/2010,,bonbs,4e,2280,2122,f,,1440,NA,,969,12,Population
9/10/2010,,bonbs,5b,b2914,b2915,f,,1120,117,,846,12,Population
9/10/2010,,bonbs,5c,b2906,b2907,f,,1090,NA,,842,12,Population
9/10/2010,,bonbs,5d,b2916,b2917,f,,910,109,,847,12,Population
9/10/2010,,bonbs,6c,2109,2110,m,,1460,NA,,297,12,Population
9/10/2010,,bonbs,6e,2169,2170,f,,1510,NA,,322,12,Population
9/10/2010,,bonbs,9d,b2912,b2913,m,,1390,135,,845,12,Population
9/11/2010,,bonbs,10e,b2942,b2943,?,,1200,132,,859,12,Population
9/11/2010,,bonbs,1d,b2926,b2927,m,,1500,140,,851,12,Population
9/11/2010,,bonbs,1e,b2928,b2929,m,,1400,141,,852,12,Population
9/11/2010,,bonbs,2b,2174,2175,f,,1670,NA,,324,12,Population
9/11/2010,,bonbs,2d,1784,1785,m,,1640,NA,batteries ded,961,12,Population
9/11/2010,,bonbs,2e,2255,2256,m,,1880,NA,,361,12,Population
9/11/2010,,bonbs,3a,b2930,b2931,f,,870,114,,853,12,Population
9/11/2010,,bonbs,3b,b2908,b2909,f,,1190,NA,"trap was moved a bit; tar paper off, ground scuffed up",843,12,Population
9/11/2010,,bonbs,3d,b2916,b2917,f,,840,120,,847,12,Population
9/11/2010,,bonbs,3e,2155,2156,f,,1500,NA,,315,12,Population
9/11/2010,,bonbs,4a,2218,2219,f,,1530,NA,ear punch taken,345,12,Population
9/11/2010,,bonbs,4c,b2932,b2933,f,,990,123,ear punch taken,854,12,Population
9/11/2010,,bonbs,5a,b2934,b2935,f,,1460,139,ear punch taken,855,12,Population
9/11/2010,,bonbs,5c,2280,2122,f,,1490,NA,ear punch taken,969,12,Population
9/11/2010,,bonbs,5e,b2936,b2937,f,,1300,139,ear punch taken,856,12,Population
9/11/2010,,bonbs,6a,2190,2191,f,,890,NA,,332,12,Population
9/11/2010,,bonbs,6c,2169,2170,f,,1490,NA,,322,12,Population
9/11/2010,,bonbs,6d,2224,2228,f,,1500,NA,,348,12,Population
9/11/2010,,bonbs,9a,2288,2289,m,,1500,NA,ear punch taken,376,12,Population
9/11/2010,,bonbs,9b,b2904,b2905,f,,1380,NA,,841,12,Population
9/11/2010,,bonbs,9c,b2938,b2939,f,,890,130,ear punch taken,857,12,Population
9/11/2010,,bonbs,9e,b2940,b2941,f,,1130,144,ear punch taken,858,12,Population
10/21/2010,,bonbs,8b,b2946,b2947,f,,1650,144,,860,13,Collar
10/21/2010,,bonbs,9e,b2944,b2945,m,,1490,132,,1024,13,Collar
10/22/2010,,bonbs,10b,2288,2289,m,,NA,NA,,376,13,Collar
10/22/2010,,bonbs,10e,b2938,b2939,f,,1360,147,,857,13,Collar
10/22/2010,,bonbs,7d,2182,2183,,,NA,NA,,329,13,Collar
10/22/2010,,bonbs,8e,b2948,b2949,f,,1360,145,,1025,13,Collar
11/19/2010,,bonbs,4c,2180,2181,m,,NA,NA,"no VHF signal, removed collar",327,14,Collar
11/19/2010,,bonbs,4d,2280,2122,f,,NA,NA,"no VHF signal, removed collar",969,14,Collar
11/19/2010,,bonbs,6c,b2952,b2953,f,,1360,159,,1027,14,Collar
11/19/2010,,bonbs,6e,2224,2228,f,,NA,NA,diggings around cage (probably lynx); eyes watery,348,14,Collar
11/19/2010,,bonbs,7c,2182,2183,,,NA,NA,,329,14,Collar
11/19/2010,,bonbs,7d,b2950,b2951,f,,1120,149,"blood on nose; extremely docile, but sprinted away with plenty of energy",1026,14,Collar
2/4/2011,,bonbs,10e,2101,2102,m,,1620,141,,293,15,Metabolic
2/4/2011,,bonbs,2e,b2955,b2957,f,,1660,140,,1028,15,Metabolic
2/4/2011,,bonbs,3d,2278,2189,m,,1640,145,,957,15,Metabolic
2/4/2011,,bonbs,3e,1784,1785,m,,1760,137,"no VHF signal, removed collar",961,15,Metabolic
2/4/2011,,bonbs,6d,2192,2193,m,,1420,134,,333,15,Metabolic
2/4/2011,,bonbs,8d,b2912,b2913,m,,1380,128,,845,15,Metabolic
2/4/2011,,bonbs,8e,b2954,b2956,f,,1540,144,,861,15,Metabolic
2/9/2011,,bonbs,1c,a3132,2217,m,,1380,134,"no VHF signal, removed collar",952,16,Metabolic
2/9/2011,,bonbs,2d,b2960,b2961,f,,1310,143,,1029,16,Metabolic
2/9/2011,,bonbs,3c,b2944,b2945,m,,NA,NA,"149.373 recapture; no VHF signal, removed collar and replaced",1024,16,Metabolic
2/9/2011,,bonbs,3e,2278,2189,m,,NA,NA,,957,16,Metabolic
2/9/2011,,bonbs,6c,2182,2183,m,,1640,145,,329,16,Metabolic
2/9/2011,,bonbs,6e,2192,2193,m,,1380,137,,333,16,Metabolic
2/9/2011,,bonbs,9a,2176,2177,m,,1380,127,,325,16,Metabolic
2/9/2011,,bonbs,9b,2105,2106,f,,1310,125,,295,16,Metabolic
2/9/2011,,bonbs,9c,2163,2164,f,,1500,128,,319,16,Metabolic
2/9/2011,,bonbs,9e,b2958,b2959,f,,1510,147,,862,16,Metabolic
2/12/2011,,bonbs,1a,2154,2299,m,,1440,128,,314,16,Metabolic
2/12/2011,,bonbs,1c,b2962,b2963,m,,1340,129,,863,16,Metabolic
2/12/2011,,bonbs,1e,a3132,2217,m,,1350,NA,,952,16,Metabolic
2/12/2011,,bonbs,3c,b2960,b2961,f,,1250,NA,,1029,16,Metabolic
2/12/2011,,bonbs,5e,2165,2166,m,,1620,144,,320,16,Metabolic
2/12/2011,,bonbs,6b,2182,2183,m,,1580,NA,,329,16,Metabolic
2/12/2011,,bonbs,6c,b2944,b2945,m,,1420,137,,1024,16,Metabolic
2/12/2011,,bonbs,8a,2163,2164,f,,1340,NA,"died in handling, removed collar",319,16,Metabolic
2/12/2011,,bonbs,8c,b2954,b2956,f,,1540,138,,861,16,Metabolic
2/12/2011,,bonbs,9d,b2958,b2959,f,,1480,NA,,862,16,Metabolic
2/12/2011,,bonbs,9e,b2912,b2913,m,,1330,129,,845,16,Metabolic
2/16/2011,,bonbs,,2165,2166,m,,1780,NA,,320,17,Metabolic
2/16/2011,,bonbs,,2182,2183,m,,1820,NA,,329,17,Metabolic
2/16/2011,,bonbs,,b2912,b2913,m,,1580,NA,,845,17,Metabolic
2/16/2011,,bonbs,,b2962,b2963,m,,1440,NA,,863,17,Metabolic
2/16/2011,,bonbs,,b2944,b2945,m,,1520,NA,,1024,17,Metabolic
2/16/2011,,bonbs,8e,b2954,b2956,f,,1640,NA,,861,17,Metabolic
3/12/2011,,bonbs,10d,2105,2106,f,,1300,130,,295,18,
3/12/2011,,bonbs,10e,2271,2272,m,,NA,NA,"149.136 recapture; no VHF signal, removed collar and replaced",369,18,
3/12/2011,,bonbs,2b,b2964,b2965,m,,1540,147,,1030,18,
3/12/2011,,bonbs,3d,1784,1785,m,,1640,141,"149.434 recapture; no VHF signal, removed collar and replaced",961,18,
3/12/2011,,bonbs,5e,b2966,b2967,f,,1310,145,,1031,18,
3/12/2011,,bonbs,6e,b2944,b2945,m,,1390,135,,1024,18,
3/12/2011,,bonbs,7e,b2968,b2969,f,,1370,139,,864,18,
3/12/2011,,bonbs,8e,b2954,b2956,f,,NA,NA,,861,18,
3/12/2011,,bonbs,9e,b2912,b2913,m,,1470,134,,845,18,
3/13/2011,,bonbs,10d,2182,2183,,,NA,NA,,329,18,
3/13/2011,,bonbs,2c,b2964,b2965,m,,NA,NA,,1030,18,
3/13/2011,,bonbs,3a,2180,2181,m,,1650,136,,327,18,
3/13/2011,,bonbs,3d,1784,1785,m,,NA,NA,,961,18,
3/13/2011,,bonbs,3e,b2970,b2971,f,,1410,150,,865,18,
3/13/2011,,bonbs,4a,b2966,b2967,f,,NA,NA,,1031,18,
3/13/2011,,bonbs,4e,2280,2122,f,,1370,NA,,969,18,
3/13/2011,,bonbs,5e,b2944,b2945,m,,NA,NA,,1024,18,
3/13/2011,,bonbs,6e,2165,2166,m,,1640,150,"149.795 recapture; no VHF signal, removed collar and replaced",320,18,
3/13/2011,,bonbs,7e,b2954,b2956,f,,NA,NA,,861,18,
3/13/2011,,bonbs,8e,b2968,b2969,f,,NA,NA,,864,18,
3/13/2011,,bonbs,9b,2271,2272,m,,NA,NA,,369,18,
3/13/2011,,bonbs,9d,2194,2195,f,,1500,145,"149.674 recapture; no VHF signal, removed collar and replaced",334,18,
3/13/2011,,bonbs,9e,b2958,b2972,f,,1450,145,,862,18,
3/22/2011,,bonbs,1a,2154,2299,m,,1590,NA,,314,19,Metabolic
3/22/2011,,bonbs,1c,b2964,b2965,m,,1720,NA,descended testes,1030,19,Metabolic
3/22/2011,,bonbs,1e,1784,1785,m,,2060,NA,,961,19,Metabolic
3/22/2011,,bonbs,3a,b2966,b2967,f,,1480,NA,,1031,19,Metabolic
3/22/2011,,bonbs,3c,b2970,b2971,f,,1670,NA,,865,19,Metabolic
3/22/2011,,bonbs,3d,b2960,b2961,f,,1500,NA,,1029,19,Metabolic
3/22/2011,,bonbs,3e,b2973,b2974,m,,1590,130,descended testes,866,19,Metabolic
3/22/2011,,bonbs,4e,2280,2122,f,,1620,NA,,969,19,Metabolic
3/22/2011,,bonbs,5e,2180,2181,m,,1780,NA,descended testes,327,19,Metabolic
3/22/2011,,bonbs,6e,2165,2166,m,,1780,NA,descended testes,320,19,Metabolic
3/22/2011,,bonbs,7c,2182,2183,m,,1770,NA,,329,19,Metabolic
3/22/2011,,bonbs,7e,b2944,b2945,m,,1520,NA,,1024,19,Metabolic
3/25/2011,,bonbs,1d,b2964,b2965,m,,1790,NA,,1030,19,Metabolic
3/25/2011,,bonbs,1e,1784,1785,m,,1870,NA,,961,19,Metabolic
3/25/2011,,bonbs,3e,b2960,b2961,f,,1600,NA,,1029,19,Metabolic
3/25/2011,,bonbs,4e,2180,2181,m,,1810,NA,,327,19,Metabolic
3/25/2011,,bonbs,5e,b2966,b2967,f,,1515,NA,,1031,19,Metabolic
3/25/2011,,bonbs,6e,2165,2166,m,,1790,NA,,320,19,Metabolic
3/25/2011,,bonbs,8c,2182,2183,m,,1850,NA,,329,19,Metabolic
3/25/2011,,bonbs,8e,b2944,b2945,m,,1590,NA,,1024,19,Metabolic
4/16/2011,,bonbs,10c,2176,2177,m,,1300,NA,,325,20,Metabolic/Collar
4/16/2011,,bonbs,1d,b2962,b2963,m,,NA,144,,863,20,Metabolic/Collar
4/16/2011,,bonbs,2a,2174,2175,f,,1430,NA,,324,20,Metabolic/Collar
4/16/2011,,bonbs,2b,a3210,a3211,m,,NA,146,,1010,20,Metabolic/Collar
4/16/2011,,bonbs,2c,1784,1785,m,,1760,NA,,961,20,Metabolic/Collar
4/16/2011,,bonbs,3a,b2964,b2965,m,,1480,NA,,1030,20,Metabolic/Collar
4/16/2011,,bonbs,3c,b2960,b2961,f,,1260,NA,,1029,20,Metabolic/Collar
4/16/2011,,bonbs,3e,b2973,b2974,m,,1280,NA,,866,20,Metabolic/Collar
4/16/2011,,bonbs,5c,b2944,b2945,m,,1410,NA,,1024,20,Metabolic/Collar
4/16/2011,,bonbs,5e,2224,2228,f,,NA,NA,"149.033 recapture; no VHF signal, removed collar and replaced",348,20,Metabolic/Collar
4/16/2011,,bonbs,6c,2165,2166,m,,NA,NA,,320,20,Metabolic/Collar
4/16/2011,,bonbs,6e,2182,2183,,,NA,NA,,329,20,Metabolic/Collar
4/16/2011,,bonbs,7d,2194,2195,f,,NA,NA,,334,20,Metabolic/Collar
4/16/2011,,bonbs,8a,2271,2272,m,,NA,NA,,369,20,Metabolic/Collar
4/16/2011,,bonbs,8d,b2954,b2956,f,,NA,NA,,861,20,Metabolic/Collar
4/16/2011,,bonbs,8e,b2968,b2969,,,NA,NA,,864,20,Metabolic/Collar
4/16/2011,,bonbs,9b,2105,2106,f,,NA,NA,,295,20,Metabolic/Collar
4/16/2011,,bonbs,9c,2101,2102,m,,1430,NA,,293,20,Metabolic/Collar
4/16/2011,,bonbs,9e,b2958,b2972,f,,1440,NA,,862,20,Metabolic/Collar
4/20/2011,,bonbs,,b2975,b2976,m,,1450,140,,1032,21,Metabolic
4/20/2011,,bonbs,3c,1784,1785,m,,1860,NA,,961,21,Metabolic
4/20/2011,,bonbs,3d,b2960,b2961,f,,1520,NA,,1029,21,Metabolic
4/20/2011,,bonbs,3e,b2973,b2974,m,,1450,NA,,866,21,Metabolic
4/20/2011,,bonbs,6e,b2944,b2945,m,,1620,NA,,1024,21,Metabolic
4/20/2011,,bonbs,8d,2101,2102,m,,1620,NA,,293,21,Metabolic
4/20/2011,,bonbs,9d,b2958,b2972,f,,1700,NA,,862,21,Metabolic
5/24/2011,,bonbs,10b,2176,2177,,,1200,NA,,325,22,Population
5/24/2011,,bonbs,10e,b2981,b2982,f,,1390,130,,869,22,Population
5/24/2011,,bonbs,1c,2174,2175,f,,1670,NA,,324,22,Population
5/24/2011,,bonbs,1e,b2973,b2974,m,,1130,134,,866,22,Population
5/24/2011,,bonbs,2c,2155,2156,,,1720,NA,"149.413 recapture; no VHF signal, removed collar and replaced",315,22,Population
5/24/2011,,bonbs,2e,1784,1785,m,,1450,NA,,961,22,Population
5/24/2011,,bonbs,3e,b2970,b2971,f,,1350,NA,,865,22,Population
5/24/2011,,bonbs,4e,2280,2122,f,,1530,NA,,969,22,Population
5/24/2011,,bonbs,5c,b2977,b2978,m,,1180,140,,867,22,Population
5/24/2011,,bonbs,5d,b2979,b2980,m,,1210,141,,868,22,Population
5/24/2011,,bonbs,6d,b2954,b2956,f,,1280,NA,,861,22,Population
5/24/2011,,bonbs,7a,2192,2193,,,1520,NA,,333,22,Population
5/24/2011,,bonbs,7b,b2946,b2947,f,,1560,NA,"149.393 recapture; no VHF signal, removed collar and replaced",860,22,Population
5/24/2011,,bonbs,7c,2101,2102,m,,1290,NA,,293,22,Population
5/24/2011,,bonbs,8c,b2958,b2972,,,1310,NA,,862,22,Population
5/24/2011,,bonbs,8e,b2968,b2969,,,1510,NA,,864,22,Population
5/24/2011,,bonbs,9c,2194,2195,,,1610,NA,,334,22,Population
5/25/2011,,bonbs,10d,2176,2177,,,1190,NA,,325,22,Population
5/25/2011,,bonbs,10e,b2981,b2982,,,1430,NA,,869,22,Population
5/25/2011,,bonbs,1c,2174,2175,f,,1710,NA,,324,22,Population
5/25/2011,,bonbs,2e,b2193,b2174,,,1240,NA,wrong tag numbers???,818,22,Population
5/25/2011,,bonbs,3a,b2983,b2984,f,,1060,138,,870,22,Population
5/25/2011,,bonbs,3c,1784,1785,m,,NA,NA,,961,22,Population
5/25/2011,,bonbs,3e,b2970,b2971,f,,1360,NA,,865,22,Population
5/25/2011,,bonbs,4b,b2985,b2986,f,,1440,138,,871,22,Population
5/25/2011,,bonbs,5c,b2979,b2980,,,1240,NA,,868,22,Population
5/25/2011,,bonbs,6b,b2977,b2978,,,1100,NA,"lethargic, did not hop away",867,22,Population
5/25/2011,,bonbs,7a,2218,2219,f,,1750,NA,,345,22,Population
5/25/2011,,bonbs,7b,2182,2183,,,1250,NA,,329,22,Population
5/25/2011,,bonbs,7d,b2954,b2956,f,,1420,NA,,861,22,Population
5/25/2011,,bonbs,8a,b2946,b2947,f,,1530,NA,,860,22,Population
5/25/2011,,bonbs,8e,,,,,NA,NA,bunny escaped; has collar,NA,22,Population
5/25/2011,,bonbs,9b,2194,2195,,,NA,NA,,334,22,Population
5/25/2011,,bonbs,9c,2101,2102,m,,1310,NA,,293,22,Population
5/25/2011,,bonbs,9e,b2958,b2972,,,NA,NA,,862,22,Population
5/26/2011,,bonbs,10e,2176,2177,,,1160,NA,,325,22,Population
5/26/2011,,bonbs,1b,b2987,b2988,f,,1360,140,,872,22,Population
